id,Gender,Age,Driving_License,Licence_Type,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Seniority,Target
13134,Male,46,1,C,28,No,1-2 Year,Yes,28124,13,124,1
13135,Male,49,1,B,3,No,1-2 Year,Yes,29675,124,109,1
13136,Male,67,1,M,28,No,1-2 Year,Yes,35330,52,279,0
13137,Female,25,1,D,8,Yes,< 1 Year,No,37402,152,14,0
13138,Female,41,1,M,3,No,1-2 Year,Yes,23314,152,278,1
13139,Male,21,1,M,26,Yes,< 1 Year,No,2630,160,257,0
13140,Male,54,1,D,28,No,1-2 Year,Yes,2630,157,160,0
13141,Male,42,1,B,45,No,1-2 Year,Yes,24973,154,267,0
13142,Female,51,1,B,0,No,1-2 Year,Yes,2630,122,266,0
13143,Female,49,1,A,28,No,1-2 Year,Yes,34474,124,22,0
13144,Male,43,1,M,33,No,1-2 Year,Yes,26414,124,209,1
13145,Female,62,1,B,50,No,1-2 Year,Yes,37214,8,144,1
13146,Male,49,1,C,50,No,> 2 Years,Yes,24467,18,92,1
13147,Male,41,1,B,29,No,1-2 Year,Yes,29343,31,132,1
13148,Male,37,1,D,10,No,1-2 Year,Yes,2630,154,183,1
13149,Female,50,1,A,28,No,1-2 Year,Yes,52033,26,117,1
13150,Female,58,1,M,28,No,> 2 Years,Yes,29672,124,259,1
13151,Male,46,1,B,30,No,1-2 Year,Yes,28409,26,200,1
13152,Female,32,1,C,30,No,< 1 Year,No,2630,152,77,0
13153,Female,25,1,M,17,No,< 1 Year,No,28641,152,135,0
13154,Male,23,1,B,47,No,< 1 Year,Yes,23926,152,134,0
13155,Male,41,1,A,8,Yes,1-2 Year,No,28189,124,149,0
13156,Male,27,1,A,27,Yes,< 1 Year,No,2630,152,176,0
13157,Male,50,1,M,8,No,1-2 Year,Yes,27252,19,36,0
13158,Male,21,0,,15,No,< 1 Year,Yes,35932,160,261,0
13159,Male,21,1,B,50,No,< 1 Year,Yes,45420,156,174,0
13160,Male,36,1,B,49,Yes,1-2 Year,No,31195,152,51,0
13161,Male,48,1,A,15,Yes,1-2 Year,No,2630,152,205,0
13162,Male,39,1,B,11,No,1-2 Year,No,26722,154,54,0
13163,Female,32,1,M,28,No,< 1 Year,Yes,28501,124,186,1
13164,Female,22,0,,50,No,< 1 Year,Yes,36381,152,97,0
13165,Male,71,1,D,28,No,> 2 Years,Yes,48909,163,159,0
13166,Male,47,1,A,28,No,1-2 Year,Yes,33516,124,229,0
13167,Female,77,1,C,28,No,> 2 Years,Yes,47357,122,195,0
13168,Female,48,1,D,28,No,1-2 Year,Yes,42420,26,52,1
13169,Female,21,1,D,4,No,< 1 Year,Yes,21869,152,203,0
13170,Female,33,1,B,45,Yes,< 1 Year,No,22860,152,27,0
13171,Female,24,1,B,46,Yes,< 1 Year,No,23241,152,12,0
13172,Female,45,1,C,41,No,1-2 Year,Yes,24741,124,89,1
13173,Male,67,1,B,41,No,1-2 Year,Yes,39424,26,219,0
13174,Male,36,1,C,15,Yes,1-2 Year,No,36978,152,67,0
13175,Male,44,1,M,12,No,1-2 Year,Yes,2630,157,20,1
13176,Male,21,1,M,41,Yes,< 1 Year,No,23578,160,91,0
13177,Male,39,1,C,6,No,1-2 Year,Yes,2630,157,289,1
13178,Male,22,1,D,50,No,< 1 Year,Yes,36855,152,44,0
13179,Female,23,1,C,41,No,< 1 Year,Yes,29943,152,275,0
13180,Female,30,1,M,41,No,< 1 Year,Yes,28605,153,45,1
13181,Male,55,1,M,29,No,1-2 Year,Yes,88883,26,193,1
13182,Male,49,1,M,28,No,1-2 Year,Yes,2630,26,59,0
13183,Female,29,1,D,41,No,< 1 Year,Yes,2630,121,166,1
13184,Female,55,1,A,8,No,1-2 Year,Yes,42248,26,266,1
13185,Female,41,1,B,28,No,1-2 Year,Yes,2630,13,28,1
13186,Female,62,1,A,28,No,1-2 Year,Yes,44213,122,277,0
13187,Female,22,1,M,41,Yes,< 1 Year,No,34748,152,175,0
13188,Female,73,1,B,45,No,1-2 Year,Yes,24780,26,188,0
13189,Female,22,1,M,3,Yes,< 1 Year,No,37615,152,296,0
13190,Female,21,1,D,15,No,< 1 Year,No,32609,152,217,0
13191,Male,24,1,M,45,No,< 1 Year,Yes,34013,151,124,0
13192,Male,49,1,D,35,No,> 2 Years,Yes,52562,124,62,1
13193,Male,47,1,D,28,No,1-2 Year,Yes,29276,26,52,1
13194,Female,22,1,B,21,No,< 1 Year,Yes,2630,152,277,1
13195,Female,26,1,B,46,Yes,< 1 Year,No,23422,152,267,0
13196,Female,50,1,A,28,Yes,1-2 Year,No,2630,26,133,0
13197,Male,23,1,M,46,Yes,< 1 Year,No,29290,152,265,0
13198,Female,21,1,C,2,No,< 1 Year,No,37778,160,159,0
13199,Male,20,1,A,2,No,< 1 Year,Yes,2630,160,52,0
13200,Male,49,1,C,18,No,1-2 Year,Yes,27785,124,225,1
13201,Female,51,1,B,30,No,> 2 Years,Yes,2630,124,237,0
13202,Female,32,1,M,28,Yes,< 1 Year,No,52280,152,295,0
13203,Male,26,1,M,29,Yes,< 1 Year,No,34977,152,156,0
13204,Male,41,1,C,28,Yes,1-2 Year,No,67101,61,57,0
13205,Male,57,1,M,17,No,1-2 Year,Yes,38978,124,166,0
13206,Female,43,1,B,10,No,1-2 Year,Yes,35836,157,49,0
13207,Female,33,1,B,30,Yes,< 1 Year,No,31266,152,240,0
13208,Male,52,1,D,41,Yes,1-2 Year,Yes,2630,26,231,0
13209,Female,25,1,M,41,No,< 1 Year,No,31400,152,50,0
13210,Male,47,1,M,28,No,1-2 Year,Yes,33932,26,25,0
13211,Male,52,1,D,15,No,1-2 Year,Yes,2630,124,240,1
13212,Female,20,1,A,15,No,1-2 Year,Yes,2630,156,272,1
13213,Male,49,1,M,50,Yes,1-2 Year,No,27570,124,193,0
13214,Male,21,1,B,47,No,< 1 Year,Yes,52606,160,152,0
13215,Male,64,1,C,28,No,1-2 Year,Yes,39429,26,152,0
13216,Male,25,1,B,46,Yes,< 1 Year,No,32220,124,17,0
13217,Female,24,1,M,15,No,< 1 Year,No,38444,152,159,0
13218,Male,22,1,B,34,No,< 1 Year,Yes,2630,152,15,0
13219,Female,24,1,C,28,Yes,< 1 Year,No,40387,152,55,0
13220,Male,71,1,A,3,No,1-2 Year,Yes,32860,124,195,0
13221,Female,22,1,D,30,Yes,< 1 Year,No,30953,152,220,0
13222,Male,53,1,C,6,No,1-2 Year,Yes,26847,26,145,1
13223,Male,45,1,M,28,No,1-2 Year,Yes,26267,26,228,1
13224,Male,53,1,C,28,No,> 2 Years,Yes,36176,26,101,1
13225,Female,41,1,M,3,No,1-2 Year,Yes,2630,26,59,1
13226,Male,47,0,,8,Yes,1-2 Year,No,44442,26,46,0
13227,Female,46,1,A,29,No,1-2 Year,Yes,31391,26,20,1
13228,Male,56,1,M,48,No,1-2 Year,Yes,2630,15,198,1
13229,Female,54,1,M,28,No,1-2 Year,Yes,54782,26,272,0
13230,Female,63,1,M,36,Yes,1-2 Year,No,49483,152,64,0
13231,Female,27,1,D,26,No,< 1 Year,Yes,31871,152,263,0
13232,Male,24,1,A,11,Yes,< 1 Year,No,27721,152,134,0
13233,Male,25,1,D,28,Yes,< 1 Year,No,34759,152,156,0
13234,Female,25,0,,6,Yes,< 1 Year,No,36419,152,19,0
13235,Male,38,1,C,28,No,1-2 Year,Yes,57773,124,296,1
13236,Male,27,1,C,32,No,< 1 Year,Yes,2630,152,100,0
13237,Female,22,1,M,41,Yes,< 1 Year,No,22674,152,202,0
13238,Male,49,1,B,8,No,1-2 Year,Yes,38866,30,295,1
13239,Male,56,1,A,28,No,1-2 Year,Yes,40895,26,188,0
13240,Female,23,1,C,6,Yes,< 1 Year,No,25107,152,228,0
13241,Female,24,1,C,29,Yes,< 1 Year,No,32394,152,266,0
13242,Female,39,1,C,28,No,1-2 Year,Yes,42338,26,233,1
13243,Female,48,1,C,30,No,1-2 Year,Yes,2630,156,82,1
13244,Male,43,1,C,28,No,> 2 Years,Yes,40137,26,297,1
13245,Female,54,1,B,31,No,1-2 Year,Yes,2630,157,239,1
13246,Male,37,1,A,3,Yes,1-2 Year,No,26444,152,88,0
13247,Male,40,1,B,46,No,1-2 Year,Yes,19174,124,122,1
13248,Female,32,1,B,28,No,1-2 Year,Yes,35373,122,258,1
13249,Female,22,1,M,3,No,< 1 Year,Yes,25275,152,114,0
13250,Male,25,1,M,15,Yes,< 1 Year,No,28531,152,131,0
13251,Female,25,1,M,28,Yes,< 1 Year,Yes,82928,152,188,0
13252,Female,26,1,D,47,Yes,< 1 Year,No,23802,152,259,0
13253,Male,22,1,D,2,Yes,< 1 Year,No,2630,152,182,0
13254,Male,23,1,A,8,No,< 1 Year,Yes,57343,152,264,0
13255,Male,60,1,B,28,No,> 2 Years,Yes,26198,122,286,0
13256,Male,38,1,M,39,No,1-2 Year,Yes,37334,30,293,1
13257,Male,37,1,M,23,No,1-2 Year,Yes,2630,154,116,0
13258,Male,50,1,A,19,No,1-2 Year,Yes,28029,13,19,0
13259,Male,22,1,A,3,Yes,< 1 Year,No,26281,152,187,0
13260,Male,49,1,D,47,Yes,1-2 Year,No,22491,124,150,0
13261,Male,31,1,D,30,Yes,< 1 Year,No,44191,152,260,0
13262,Female,23,0,,15,No,< 1 Year,Yes,50510,152,162,0
13263,Male,23,1,B,18,Yes,< 1 Year,No,32512,152,93,0
13264,Female,21,1,C,8,No,1-2 Year,Yes,48327,157,114,0
13265,Female,49,1,M,28,No,> 2 Years,Yes,91151,26,230,1
13266,Male,61,1,B,28,No,1-2 Year,Yes,55655,124,277,0
13267,Female,71,1,M,3,No,1-2 Year,Yes,32090,124,264,0
13268,Male,28,1,M,28,No,1-2 Year,Yes,57956,122,204,1
13269,Male,21,1,M,46,Yes,< 1 Year,No,28180,160,140,0
13270,Female,23,0,,18,Yes,< 1 Year,No,33675,152,226,0
13271,Female,72,1,D,28,No,1-2 Year,Yes,48272,122,218,0
13272,Female,39,1,D,26,No,1-2 Year,Yes,37610,22,257,0
13273,Male,20,1,B,45,No,< 1 Year,Yes,27720,160,26,0
13274,Male,45,1,C,28,No,1-2 Year,No,33850,26,64,0
13275,Female,46,1,B,28,No,1-2 Year,Yes,36740,122,231,0
13276,Male,45,1,C,43,No,1-2 Year,Yes,42217,124,32,1
13277,Female,38,1,D,30,No,1-2 Year,No,41036,124,40,0
13278,Female,26,1,A,50,No,< 1 Year,No,2630,152,236,0
13279,Female,23,1,B,8,Yes,< 1 Year,No,39112,152,51,0
13280,Female,45,1,C,14,No,1-2 Year,Yes,34965,124,17,1
13281,Male,67,1,C,28,No,1-2 Year,Yes,27688,26,211,1
13282,Female,31,0,,35,No,1-2 Year,Yes,27953,124,127,0
13283,Female,42,1,B,28,No,> 2 Years,Yes,29255,124,23,1
13284,Female,51,1,C,2,No,1-2 Year,Yes,39491,122,19,0
13285,Male,46,1,C,28,No,> 2 Years,Yes,45188,26,273,1
13286,Female,22,1,D,33,Yes,< 1 Year,No,21464,152,99,0
13287,Male,45,1,M,28,No,> 2 Years,Yes,37596,124,140,1
13288,Female,25,1,M,3,Yes,< 1 Year,Yes,2630,152,239,0
13289,Male,69,1,B,28,No,> 2 Years,Yes,61924,26,179,1
13290,Male,36,0,,11,No,1-2 Year,Yes,2630,163,147,0
13291,Female,23,1,D,17,Yes,< 1 Year,No,31091,152,13,0
13292,Female,36,1,A,41,No,1-2 Year,Yes,43640,12,223,0
13293,Female,26,1,A,28,Yes,< 1 Year,No,37661,152,52,0
13294,Female,40,1,B,29,No,1-2 Year,Yes,26395,124,255,0
13295,Male,51,1,B,11,No,> 2 Years,Yes,28784,26,225,0
13296,Male,50,1,C,36,No,1-2 Year,Yes,2630,156,36,0
13297,Male,25,1,D,11,Yes,< 1 Year,No,24661,152,275,0
13298,Male,49,1,M,28,No,> 2 Years,Yes,30485,124,193,1
13299,Male,52,1,B,28,No,1-2 Year,Yes,55787,26,202,0
13300,Male,49,1,A,28,Yes,1-2 Year,No,56821,26,112,0
13301,Male,25,1,B,6,No,< 1 Year,Yes,2630,152,261,1
13302,Female,45,1,M,15,Yes,1-2 Year,No,2630,14,185,0
13303,Male,22,1,C,26,Yes,< 1 Year,No,35519,152,160,0
13304,Male,35,1,M,37,No,1-2 Year,Yes,40277,31,290,0
13305,Female,25,1,A,41,Yes,< 1 Year,No,40147,152,144,0
13306,Female,49,1,D,15,Yes,1-2 Year,No,28991,152,128,0
13307,Female,51,1,D,28,No,> 2 Years,Yes,51530,26,223,0
13308,Male,26,1,M,30,Yes,< 1 Year,No,27628,152,282,0
13309,Female,22,1,C,46,Yes,< 1 Year,No,43579,152,219,0
13310,Male,48,1,B,28,No,1-2 Year,Yes,38287,26,18,0
13311,Male,70,1,C,41,No,1-2 Year,Yes,2630,124,153,0
13312,Male,22,1,C,8,Yes,< 1 Year,No,48743,152,56,0
13313,Female,23,1,M,24,Yes,< 1 Year,No,30775,152,96,0
13314,Female,33,1,C,23,No,1-2 Year,Yes,2630,156,216,1
13315,Male,39,1,D,28,No,1-2 Year,Yes,32876,4,81,1
13316,Male,57,0,,46,Yes,1-2 Year,No,27129,26,73,0
13317,Female,24,1,D,8,Yes,< 1 Year,No,35672,152,140,0
13318,Male,45,1,D,8,No,1-2 Year,Yes,29104,124,110,1
13319,Male,55,1,M,28,No,1-2 Year,Yes,42442,25,200,1
13320,Female,53,1,M,32,No,1-2 Year,Yes,35343,29,180,1
13321,Male,58,1,M,18,Yes,1-2 Year,No,2630,26,256,0
13322,Male,31,1,D,35,No,1-2 Year,Yes,35427,124,163,0
13323,Male,27,1,B,7,No,1-2 Year,Yes,2630,157,215,0
13324,Female,65,1,D,10,No,1-2 Year,Yes,26705,26,286,0
13325,Male,37,1,C,41,No,1-2 Year,Yes,2630,156,222,0
13326,Female,64,1,C,8,No,1-2 Year,Yes,29232,19,55,0
13327,Female,38,1,B,23,No,1-2 Year,Yes,38076,155,296,0
13328,Female,40,1,B,37,No,1-2 Year,Yes,29370,160,235,0
13329,Male,45,1,B,28,No,1-2 Year,Yes,28075,26,251,1
13330,Female,27,1,D,11,Yes,< 1 Year,No,2630,160,96,0
13331,Female,59,1,B,30,No,> 2 Years,Yes,38704,124,51,1
13332,Female,24,1,C,8,No,< 1 Year,Yes,43309,151,285,0
13333,Female,22,1,M,28,Yes,< 1 Year,No,2630,160,101,0
13334,Male,31,1,A,28,No,1-2 Year,No,2630,124,79,0
13335,Female,52,1,D,29,No,> 2 Years,Yes,2630,26,274,1
13336,Male,30,1,B,3,Yes,< 1 Year,No,25488,152,291,0
13337,Male,30,1,M,28,No,< 1 Year,Yes,37716,124,36,0
13338,Female,65,1,B,11,No,1-2 Year,Yes,2630,124,127,0
13339,Male,47,1,C,28,No,1-2 Year,Yes,34391,124,71,0
13340,Male,46,1,A,28,No,1-2 Year,Yes,32838,26,226,1
13341,Female,41,1,D,28,No,1-2 Year,Yes,45879,150,207,1
13342,Male,50,1,A,45,No,1-2 Year,Yes,28990,26,45,0
13343,Female,64,1,A,50,Yes,1-2 Year,No,2630,160,16,0
13344,Female,79,1,C,28,No,1-2 Year,Yes,2630,122,275,1
13345,Female,31,1,A,24,No,1-2 Year,Yes,43195,157,172,1
13346,Male,46,1,C,46,No,1-2 Year,Yes,33439,11,72,1
13347,Female,40,1,C,28,No,1-2 Year,Yes,32598,55,219,1
13348,Male,53,1,B,29,No,1-2 Year,Yes,43706,124,39,1
13349,Male,38,1,M,41,No,1-2 Year,No,48111,124,93,0
13350,Female,24,1,M,11,Yes,< 1 Year,No,22756,152,131,0
13351,Female,62,0,,48,Yes,1-2 Year,No,2630,15,138,0
13352,Male,60,1,B,28,No,1-2 Year,Yes,57500,157,231,0
13353,Male,21,1,A,46,No,< 1 Year,Yes,33282,160,159,0
13354,Male,75,1,D,48,Yes,1-2 Year,No,2630,15,135,0
13355,Male,21,1,B,47,No,< 1 Year,No,36573,160,113,0
13356,Female,22,1,D,18,Yes,< 1 Year,No,32637,152,108,0
13357,Female,40,1,B,28,No,1-2 Year,Yes,67556,26,130,1
13358,Male,34,1,A,48,Yes,1-2 Year,No,2630,15,70,0
13359,Female,25,1,A,41,Yes,< 1 Year,No,27499,152,181,0
13360,Male,25,1,M,36,No,< 1 Year,Yes,33654,152,126,0
13361,Female,75,1,C,28,No,1-2 Year,Yes,2630,25,115,0
13362,Female,30,1,C,46,Yes,< 1 Year,No,42948,152,144,0
13363,Male,22,1,B,28,No,< 1 Year,Yes,27655,152,255,0
13364,Male,22,1,B,35,No,< 1 Year,Yes,42342,26,294,0
13365,Male,53,1,B,1,No,1-2 Year,Yes,2630,26,135,1
13366,Female,48,1,A,11,Yes,1-2 Year,No,32507,26,57,0
13367,Female,23,1,A,30,Yes,< 1 Year,No,19063,152,189,0
13368,Female,28,1,D,46,Yes,< 1 Year,No,17343,152,147,0
13369,Female,44,1,B,46,Yes,1-2 Year,Yes,35696,26,104,0
13370,Female,66,1,A,8,No,1-2 Year,Yes,38055,124,153,0
13371,Male,27,1,C,18,No,1-2 Year,Yes,2630,124,298,1
13372,Female,20,1,A,6,No,< 1 Year,Yes,21376,160,106,0
13373,Female,55,1,D,28,No,1-2 Year,Yes,35611,124,115,1
13374,Male,53,1,A,28,No,1-2 Year,No,2630,124,232,0
13375,Female,22,1,B,46,Yes,< 1 Year,No,26276,152,95,0
13376,Male,46,1,C,28,No,1-2 Year,Yes,2630,157,68,0
13377,Male,50,1,M,47,Yes,1-2 Year,No,33112,16,93,0
13378,Female,44,1,M,28,No,> 2 Years,Yes,39197,26,253,0
13379,Male,51,1,D,28,No,> 2 Years,Yes,47038,124,78,0
13380,Female,32,0,,15,Yes,< 1 Year,No,28075,152,269,0
13381,Female,22,1,B,21,Yes,< 1 Year,No,27627,152,255,0
13382,Male,51,1,A,28,No,1-2 Year,Yes,42873,26,236,1
13383,Male,34,1,B,11,Yes,1-2 Year,Yes,30707,124,284,0
13384,Male,38,1,C,12,No,1-2 Year,Yes,35177,26,143,1
13385,Male,54,1,C,28,No,> 2 Years,Yes,33741,124,178,0
13386,Female,30,1,B,3,Yes,< 1 Year,No,24223,152,209,0
13387,Female,56,1,C,28,No,1-2 Year,Yes,44721,26,267,1
13388,Male,23,1,B,40,No,< 1 Year,Yes,28247,152,145,1
13389,Female,28,1,B,11,No,< 1 Year,Yes,2630,152,170,0
13390,Male,69,1,C,28,Yes,1-2 Year,No,30730,26,26,0
13391,Male,43,1,A,8,No,1-2 Year,Yes,62265,26,271,0
13392,Male,21,1,A,46,Yes,< 1 Year,No,20570,160,143,0
13393,Male,75,1,M,46,Yes,1-2 Year,No,26751,26,138,0
13394,Female,21,1,C,46,No,< 1 Year,No,28721,160,221,0
13395,Male,55,1,B,28,No,> 2 Years,Yes,2630,25,223,1
13396,Male,39,1,D,3,No,1-2 Year,Yes,36195,26,43,1
13397,Male,37,1,M,30,No,1-2 Year,Yes,32894,124,124,1
13398,Female,69,1,C,45,No,1-2 Year,No,32728,124,123,0
13399,Male,23,1,A,3,Yes,< 1 Year,No,24600,152,110,0
13400,Male,41,1,A,28,No,1-2 Year,Yes,25162,13,49,0
13401,Female,32,1,D,28,No,< 1 Year,Yes,58094,154,147,1
13402,Male,51,1,B,50,Yes,1-2 Year,No,28476,26,267,0
13403,Female,25,1,C,24,Yes,< 1 Year,No,19034,152,106,0
13404,Female,25,1,D,21,Yes,< 1 Year,No,24155,152,286,0
13405,Female,44,1,D,28,No,1-2 Year,Yes,42448,154,255,1
13406,Male,31,1,M,46,No,1-2 Year,Yes,2630,157,159,1
13407,Female,40,1,D,28,No,1-2 Year,Yes,35525,122,208,0
13408,Male,24,1,A,28,Yes,< 1 Year,No,38312,152,21,0
13409,Male,41,1,D,11,Yes,1-2 Year,No,20735,152,28,0
13410,Male,22,1,A,12,Yes,< 1 Year,No,29665,160,241,0
13411,Female,52,1,A,12,No,1-2 Year,Yes,25138,26,203,0
13412,Female,64,1,A,35,Yes,1-2 Year,No,49271,152,235,0
13413,Male,54,1,D,22,Yes,1-2 Year,No,28019,26,105,0
13414,Female,65,0,,30,Yes,1-2 Year,Yes,2630,157,125,0
13415,Male,27,1,C,15,Yes,< 1 Year,No,33967,152,46,0
13416,Male,22,1,M,31,Yes,< 1 Year,No,2630,152,232,0
13417,Female,25,1,A,7,No,< 1 Year,Yes,30617,152,218,0
13418,Female,28,1,D,30,No,1-2 Year,Yes,2630,156,108,1
13419,Female,34,1,D,8,Yes,1-2 Year,No,46707,152,19,0
13420,Female,21,1,B,15,No,< 1 Year,No,34584,160,215,0
13421,Female,49,1,C,47,No,1-2 Year,Yes,36463,26,101,0
13422,Male,47,1,A,28,No,1-2 Year,Yes,38392,26,229,0
13423,Female,64,1,A,28,No,1-2 Year,Yes,2630,26,221,1
13424,Female,36,1,M,38,Yes,1-2 Year,No,37637,124,192,0
13425,Female,22,1,M,30,Yes,< 1 Year,No,29429,152,61,0
13426,Male,40,1,D,7,No,1-2 Year,Yes,2630,26,116,1
13427,Female,24,1,C,14,No,< 1 Year,Yes,36546,152,251,1
13428,Female,39,1,D,28,Yes,1-2 Year,No,2630,152,229,0
13429,Male,26,0,,41,No,< 1 Year,Yes,22208,124,226,1
13430,Female,80,0,,28,Yes,1-2 Year,No,45066,26,166,0
13431,Female,24,1,B,36,Yes,< 1 Year,No,38507,152,290,0
13432,Female,27,1,A,14,Yes,< 1 Year,No,23155,152,283,0
13433,Male,44,1,C,28,No,1-2 Year,Yes,36520,124,170,0
13434,Male,51,1,A,28,No,1-2 Year,Yes,45247,124,192,0
13435,Male,40,1,C,28,No,1-2 Year,Yes,51379,26,129,0
13436,Male,34,1,A,28,No,1-2 Year,Yes,30214,124,212,0
13437,Female,34,1,B,28,No,1-2 Year,Yes,41326,154,67,1
13438,Male,25,1,C,28,No,< 1 Year,Yes,49554,152,269,1
13439,Male,28,1,A,30,Yes,< 1 Year,No,24058,152,54,0
13440,Male,60,1,B,30,No,1-2 Year,Yes,23108,26,80,0
13441,Male,24,1,A,8,Yes,< 1 Year,No,24205,152,25,0
13442,Female,39,1,A,41,No,1-2 Year,Yes,2630,124,38,0
13443,Male,41,1,A,41,No,1-2 Year,Yes,22841,124,81,1
13444,Female,25,1,M,46,Yes,< 1 Year,No,30642,160,101,0
13445,Male,37,1,C,8,Yes,1-2 Year,Yes,36883,124,130,0
13446,Male,28,1,M,28,No,< 1 Year,Yes,24297,152,127,1
13447,Female,35,1,B,35,No,1-2 Year,Yes,41973,124,39,1
13448,Female,52,1,D,41,No,1-2 Year,No,35765,26,39,0
13449,Female,64,1,M,20,No,1-2 Year,Yes,2630,124,15,0
13450,Male,34,1,A,8,Yes,1-2 Year,No,69530,152,56,0
13451,Female,56,1,A,28,No,1-2 Year,Yes,2630,124,234,0
13452,Male,41,0,,8,No,1-2 Year,Yes,2630,26,79,0
13453,Male,21,1,M,46,Yes,< 1 Year,No,28202,152,239,0
13454,Male,46,1,B,7,No,1-2 Year,Yes,2630,154,102,0
13455,Male,77,1,B,41,No,1-2 Year,Yes,49109,136,57,0
13456,Female,36,1,A,28,No,1-2 Year,No,26427,151,27,0
13457,Male,24,1,C,41,No,< 1 Year,Yes,2630,152,31,1
13458,Female,30,1,C,2,No,< 1 Year,Yes,2630,152,156,0
13459,Male,39,1,D,8,No,1-2 Year,Yes,52198,124,165,1
13460,Female,54,1,D,11,No,1-2 Year,Yes,26936,124,191,1
13461,Male,41,1,C,28,Yes,1-2 Year,No,46518,124,265,0
13462,Male,52,1,B,41,Yes,1-2 Year,No,33111,124,232,0
13463,Male,38,1,C,28,Yes,1-2 Year,No,30508,26,245,0
13464,Male,72,1,A,8,No,1-2 Year,Yes,39481,25,13,0
13465,Female,44,1,B,28,No,1-2 Year,Yes,42376,124,298,0
13466,Male,31,1,C,50,Yes,< 1 Year,No,21589,152,201,0
13467,Male,38,1,C,41,Yes,< 1 Year,No,2630,1,242,0
13468,Male,41,1,M,38,Yes,1-2 Year,No,2630,124,171,0
13469,Female,23,1,B,45,No,< 1 Year,Yes,19264,152,294,1
13470,Male,32,1,C,17,No,1-2 Year,Yes,2630,124,182,1
13471,Male,64,1,C,47,No,1-2 Year,Yes,2630,157,289,0
13472,Female,78,0,,28,Yes,1-2 Year,No,39137,124,274,0
13473,Female,23,1,C,33,No,< 1 Year,Yes,38944,152,204,0
13474,Female,76,1,M,8,No,1-2 Year,Yes,40121,124,61,0
13475,Male,53,1,C,28,No,> 2 Years,Yes,38572,122,197,1
13476,Female,24,1,A,8,Yes,< 1 Year,No,39622,152,134,0
13477,Female,22,1,B,8,Yes,< 1 Year,No,36649,152,286,0
13478,Female,27,1,C,41,Yes,< 1 Year,No,25557,152,158,0
13479,Female,25,1,A,14,Yes,< 1 Year,No,32708,152,21,0
13480,Female,54,1,M,28,No,1-2 Year,Yes,49199,26,135,1
13481,Male,38,1,C,0,Yes,1-2 Year,No,2630,26,185,0
13482,Male,31,1,D,50,Yes,< 1 Year,No,39520,152,291,0
13483,Female,25,1,C,47,No,< 1 Year,No,35287,152,248,0
13484,Male,31,1,C,6,Yes,< 1 Year,No,43733,152,12,0
13485,Female,21,1,M,8,Yes,< 1 Year,No,33861,152,104,0
13486,Female,23,1,A,48,No,< 1 Year,Yes,2630,160,248,0
13487,Male,21,1,M,37,No,< 1 Year,No,44472,152,151,0
13488,Female,25,1,M,15,No,< 1 Year,Yes,43263,152,153,0
13489,Male,50,1,C,28,No,> 2 Years,Yes,2630,26,103,1
13490,Female,48,1,D,28,Yes,1-2 Year,No,35746,124,118,0
13491,Female,78,1,C,35,No,1-2 Year,Yes,2630,26,183,0
13492,Female,56,1,B,28,No,1-2 Year,Yes,35144,26,268,1
13493,Male,24,1,D,30,Yes,< 1 Year,No,27891,152,284,0
13494,Female,40,1,C,28,No,1-2 Year,Yes,2630,26,97,1
13495,Female,49,1,C,35,No,1-2 Year,Yes,34766,26,260,0
13496,Male,73,1,C,46,Yes,1-2 Year,No,35994,11,291,0
13497,Male,39,1,A,13,No,1-2 Year,Yes,31086,25,142,1
13498,Female,51,1,D,28,No,> 2 Years,Yes,33485,13,27,0
13499,Female,60,1,D,36,No,1-2 Year,Yes,31265,124,139,0
13500,Female,23,1,B,28,Yes,< 1 Year,No,55094,152,38,0
13501,Male,41,1,M,11,Yes,1-2 Year,No,39426,124,259,0
13502,Male,66,1,B,28,Yes,1-2 Year,No,27429,26,163,0
13503,Male,24,1,A,43,No,< 1 Year,Yes,2630,124,69,1
13504,Male,24,1,A,28,No,< 1 Year,Yes,48616,26,288,1
13505,Female,53,1,A,46,Yes,1-2 Year,Yes,29978,93,118,0
13506,Female,69,1,B,28,No,1-2 Year,Yes,58720,55,22,1
13507,Male,44,1,B,13,No,1-2 Year,Yes,26474,124,10,1
13508,Female,28,1,C,49,Yes,< 1 Year,No,31026,152,209,0
13509,Male,49,1,M,47,No,1-2 Year,Yes,2630,156,27,0
13510,Female,43,1,C,10,No,1-2 Year,Yes,23333,152,80,0
13511,Female,23,1,B,41,Yes,< 1 Year,No,44862,152,279,0
13512,Female,53,1,M,41,No,1-2 Year,Yes,2630,26,210,0
13513,Male,52,1,D,28,No,1-2 Year,No,29783,26,242,0
13514,Female,25,1,A,14,Yes,< 1 Year,No,21293,152,140,0
13515,Female,62,1,M,28,No,> 2 Years,Yes,54796,122,128,1
13516,Male,25,1,M,36,No,1-2 Year,Yes,41477,163,139,0
13517,Female,80,1,D,8,No,1-2 Year,Yes,38429,124,292,0
13518,Female,77,1,M,24,No,1-2 Year,Yes,44979,145,28,0
13519,Male,47,1,C,33,No,1-2 Year,Yes,34969,26,183,1
13520,Male,21,1,M,36,Yes,< 1 Year,No,30101,160,43,0
